Datum1 sensor1 Datum2 sensor2 YYYYMMDD precipitation
"2021-09-16 20:16:29" 21.3    
"2021-09-16 21:16:29" 21.4    
"2021-09-16 22:16:29" 21.4    
"2021-09-16 23:16:29" 21.3    
"2021-09-17 00:16:28" 21.3    
"2021-09-17 01:16:28" 21.2    
"2021-09-17 02:16:28" 21.1    
"2021-09-17 03:16:27" 21    
"2021-09-17 04:16:27" 21    
"2021-09-17 05:16:27" 20.9    
"2021-09-17 06:16:27" 20.8    
"2021-09-17 07:16:25" 20.6    
"2021-09-17 08:16:25" 20.5    
"2021-09-17 09:16:25" 20.4    
"2021-09-17 10:16:25" 20.4    
"2021-09-17 11:16:24" 20.3    
"2021-09-17 12:16:24" 20.2    
"2021-09-17 13:16:24" 20.2    
"2021-09-17 14:16:23" 20.3    
"2021-09-17 15:16:23" 20.3    
"2021-09-17 16:16:23" 20.4    
"2021-09-17 17:16:22" 20.5    
"2021-09-17 18:16:21" 20.7    
"2021-09-17 19:16:21" 20.8    
"2021-09-17 20:16:21" 20.9    
"2021-09-17 21:16:21" 21    
"2021-09-17 22:16:21" 21    
"2021-09-17 23:16:20" 21    
"2021-09-18 00:16:20" 21    
"2021-09-18 01:16:20" 21    
"2021-09-18 02:16:19" 20.9    
"2021-09-18 03:16:18" 20.8    
"2021-09-18 04:16:18" 20.7    
"2021-09-18 05:16:18" 20.5    
"2021-09-18 06:16:18" 20.4    
"2021-09-18 07:16:17" 20.3    
"2021-09-18 08:16:17" 20.1    
"2021-09-18 09:16:17" 20    
"2021-09-18 10:16:16" 19.8    
"2021-09-18 11:16:16" 19.7    
"2021-09-18 12:16:15" 19.6    
"2021-09-18 13:16:15" 19.6    
"2021-09-18 14:16:15" 19.6    
"2021-09-18 15:16:15" 19.8    
"2021-09-18 16:16:14" 19.9    
"2021-09-18 17:16:13" 20.1    
"2021-09-18 18:16:12" 20.2    
"2021-09-18 19:16:12" 20.4    
"2021-09-18 20:16:12" 20.5    
"2021-09-18 21:16:12" 20.6    
"2021-09-18 22:16:12" 20.6    
"2021-09-18 23:16:12" 20.6    
"2021-09-19 00:16:11" 20.5    
"2021-09-19 01:16:10" 20.5    
"2021-09-19 02:16:10" 20.4    
"2021-09-19 03:16:10" 20.3    
"2021-09-19 04:16:10" 20.3    
"2021-09-19 05:16:09" 20.2    
"2021-09-19 06:16:09" 20.2    
"2021-09-19 07:16:09" 20.1    
"2021-09-19 08:16:08" 20.1    
"2021-09-19 09:16:08" 20    
"2021-09-19 10:16:07" 19.9    
"2021-09-19 11:16:07" 19.8    
"2021-09-19 12:16:07" 19.7    
"2021-09-19 13:16:06" 19.7    
"2021-09-19 14:16:06" 19.7    
"2021-09-19 15:16:05" 19.8    
"2021-09-19 16:16:04" 19.9    
"2021-09-19 17:16:04" 20    
"2021-09-19 18:16:04" 20.1    
"2021-09-19 19:16:04" 20.2    
"2021-09-19 20:16:04" 20.2    
"2021-09-19 21:16:04" 20.2    
"2021-09-19 22:16:03" 20.1    
"2021-09-19 23:16:02" 20    
"2021-09-20 00:16:02" 19.9    
"2021-09-20 01:16:02" 19.8    
"2021-09-20 02:16:02" 19.7    
"2021-09-20 03:16:02" 19.6    
"2021-09-20 04:16:00" 19.5    
"2021-09-20 05:16:00" 19.3    
"2021-09-20 06:16:00" 19.2    
"2021-09-20 07:16:00" 19    
"2021-09-20 08:16:00" 18.9    
"2021-09-20 09:15:59" 18.7    
"2021-09-20 10:15:59" 18.6    
"2021-09-20 11:15:59" 18.5    
"2021-09-20 12:15:59" 18.4    
"2021-09-20 13:15:57" 18.3    
"2021-09-20 14:15:57" 18.4    
"2021-09-20 15:15:57" 18.5    
"2021-09-20 16:15:56" 18.5    
"2021-09-20 17:15:56" 18.6    
"2021-09-20 18:15:56" 18.6    
"2021-09-20 19:15:56" 18.7    
"2021-09-20 20:15:54" 18.7    
"2021-09-20 21:15:54" 18.7    
"2021-09-20 22:15:54" 18.6    
"2021-09-20 23:15:54" 18.6    
"2021-09-21 00:15:54" 18.5    
"2021-09-21 01:15:54" 18.3    
"2021-09-21 02:15:53" 18.1    
"2021-09-21 03:15:53" 18    
"2021-09-21 04:15:53" 17.8    
"2021-09-21 05:15:53" 17.7    
"2021-09-21 06:15:51" 17.6    
"2021-09-21 07:15:51" 17.5    
"2021-09-21 08:15:51" 17.4    
"2021-09-21 09:15:51" 17.3    
"2021-09-21 10:15:50" 17.2    
"2021-09-21 11:15:50" 17.1    
"2021-09-21 12:15:50" 17.1    
"2021-09-21 13:15:49" 17.1    
"2021-09-21 14:15:49" 17.2    
"2021-09-21 15:15:48" 17.3    
"2021-09-21 16:15:48" 17.5    
"2021-09-21 17:15:48" 17.6    
"2021-09-21 18:15:48" 17.7    
"2021-09-21 19:15:47" 17.8    
"2021-09-21 20:15:47" 18    
"2021-09-21 21:15:47" 18    
"2021-09-21 22:15:46" 18.1    
"2021-09-21 23:15:45" 18.1    
"2021-09-22 00:15:45" 18.1    
"2021-09-22 01:15:45" 18    
"2021-09-22 02:15:45" 18    
"2021-09-22 03:15:45" 17.9    
"2021-09-22 04:15:44" 17.9    
"2021-09-22 05:15:43" 17.8    
"2021-09-22 06:15:43" 17.7    
"2021-09-22 07:15:43" 17.6    
"2021-09-22 08:15:43" 17.5    
"2021-09-22 09:15:42" 17.4    
"2021-09-22 10:15:42" 17.3    
"2021-09-22 11:15:42" 17.2    
"2021-09-22 12:15:42" 17.2    
"2021-09-22 13:15:40" 17.2    
"2021-09-22 14:15:40" 17.3    
"2021-09-22 15:15:40" 17.5    
"2021-09-22 16:15:39" 17.6    
"2021-09-22 17:15:39" 17.8    
"2021-09-22 18:15:39" 18    
"2021-09-22 19:15:39" 18.2    
"2021-09-22 20:15:38" 18.4    
"2021-09-22 21:15:38" 18.5    
"2021-09-22 22:15:38" 18.5    
"2021-09-22 23:15:38" 18.5    
"2021-09-23 00:15:36" 18.5    
"2021-09-23 01:15:36" 18.4    
"2021-09-23 02:15:36" 18.4    
"2021-09-23 03:15:36" 18.3    
"2021-09-23 04:15:35" 18.1    
"2021-09-23 05:15:35" 18    
"2021-09-23 06:15:34" 17.9    
"2021-09-23 07:15:34" 17.8    
"2021-09-23 08:15:34" 17.7    
"2021-09-23 09:15:33" 17.5    
"2021-09-23 10:15:33" 17.4    
"2021-09-23 11:15:33" 17.3    
"2021-09-23 12:15:33" 17.3    
"2021-09-23 13:15:32" 17.3    
"2021-09-23 14:15:32" 17.3    
"2021-09-23 15:15:31" 17.4    
"2021-09-23 16:15:31" 17.5    
"2021-09-23 17:15:30" 17.6    
"2021-09-23 18:15:30" 17.6    
"2021-09-23 19:15:30" 17.8    
"2021-09-23 20:15:30" 17.8    
"2021-09-23 21:15:29" 17.9    
"2021-09-23 22:15:29" 17.9    
