Date,Soil Moisture 10,Soil Moisture 20,Soil Moisture 30,date_uitheizen,precipitation
2021-06-25 09:28:16,27.5,32.4,29.3,2021-06-23 07:54,0
2021-06-25 08:28:16,27.5,32.4,29.3,2021-06-23 08:04,0
2021-06-25 07:28:16,27.5,32.4,29.4,2021-06-23 08:14,0
2021-06-25 05:28:16,27.6,32.5,29.5,2021-06-23 08:24,0
2021-06-25 04:28:16,27.7,32.6,29.5,2021-06-23 08:34,0
2021-06-25 03:28:16,27.9,32.8,29.7,2021-06-23 08:44,0
2021-06-25 02:28:16,27.8,32.7,29.6,2021-06-23 08:54,0
2021-06-25 01:28:16,27.9,32.8,29.6,2021-06-23 09:04,0
2021-06-25 00:28:16,27.9,32.8,29.7,2021-06-23 09:14,0
2021-06-26 23:28:15,27.2,32.5,29.6,2021-06-23 09:24,0
2021-06-26 21:28:15,27.2,32.5,29.5,2021-06-23 09:34,0
2021-06-26 20:28:15,27.2,32.5,29.5,2021-06-23 09:44,0
2021-06-26 19:28:15,27.3,32.5,29.5,2021-06-23 09:54,0
2021-06-26 18:28:15,27.3,32.5,29.5,2021-06-23 10:04,0
2021-06-26 15:28:15,27.2,32.4,29.4,2021-06-23 10:14,0
2021-06-26 14:28:15,27.1,32.4,29.4,2021-06-23 10:24,0
2021-06-26 13:28:15,27.2,32.3,29.3,2021-06-23 10:34,0
2021-06-26 11:28:15,27.1,32.4,29.3,2021-06-23 10:44,0
2021-06-26 10:28:15,27.3,32.3,29.3,2021-06-23 10:54,0
2021-06-26 09:28:15,27.2,32.4,29.4,2021-06-23 11:04,0
2021-06-26 07:28:15,27.3,32.4,29.4,2021-06-23 11:14,0
2021-06-26 06:28:15,27.3,32.4,29.4,2021-06-23 11:24,0
2021-06-26 05:28:15,27.3,32.4,29.4,2021-06-23 11:34,0
2021-06-26 04:28:15,27.4,32.5,29.5,2021-06-23 11:44,0
2021-06-26 03:28:15,27.4,32.5,29.5,2021-06-23 11:54,0
2021-06-26 02:28:15,27.4,32.5,29.5,2021-06-23 12:04,0
2021-06-26 01:28:15,27.5,32.6,29.5,2021-06-23 12:14,0
2021-06-26 00:28:15,27.5,32.6,29.5,2021-06-23 12:24,0
2021-06-27 23:28:14,26.8,32.3,29.4,2021-06-23 12:34,0
2021-06-27 22:28:14,26.8,32.3,29.4,2021-06-23 12:44,0
2021-06-27 20:28:14,26.8,32.3,29.4,2021-06-23 12:54,0
2021-06-27 19:28:14,26.9,32.3,29.4,2021-06-23 13:04,0
2021-06-27 18:28:15,26.9,32.3,29.4,2021-06-23 13:14,0
2021-06-27 17:28:15,26.9,32.3,29.4,2021-06-23 13:24,0
2021-06-27 16:28:15,26.9,32.3,29.3,2021-06-23 13:34,0
2021-06-27 13:28:15,26.9,32.2,29.3,2021-06-23 13:44,0
2021-06-27 12:28:15,26.8,32.1,29.3,2021-06-23 13:54,0
2021-06-27 11:28:15,26.9,32.2,29.3,2021-06-23 14:04,0
2021-06-27 10:28:15,26.9,32.2,29.3,2021-06-23 14:14,0
2021-06-27 08:28:15,27,32.3,29.4,2021-06-23 14:24,0
2021-06-27 07:28:15,27,32.3,29.4,2021-06-23 14:34,0
2021-06-27 06:28:15,27,32.4,29.5,2021-06-23 14:44,0
2021-06-27 05:28:15,27.1,32.4,29.5,2021-06-23 14:54,0
2021-06-27 02:28:15,27.2,32.5,29.6,2021-06-23 15:04,0
2021-06-27 01:28:15,27.2,32.5,29.5,2021-06-23 15:14,0
2021-06-28 23:28:13,26.8,32.3,29.6,2021-06-23 15:24,0
2021-06-28 22:28:13,26.9,32.3,29.6,2021-06-23 15:34,0
2021-06-28 21:28:13,26.7,32.3,29.5,2021-06-23 15:44,0
2021-06-28 16:28:14,26.5,32.2,29.3,2021-06-23 15:54,0
2021-06-28 13:28:14,26.5,32.1,29.2,2021-06-23 16:04,0
2021-06-28 12:28:14,26.5,32,29.2,2021-06-23 16:14,0
2021-06-28 11:28:14,26.5,32,29.1,2021-06-23 16:24,0
2021-06-28 10:28:14,26.5,32,29.2,2021-06-23 16:34,0
2021-06-28 09:28:14,26.4,32,29.2,2021-06-23 16:44,0
2021-06-28 08:28:14,26.5,32.1,29.2,2021-06-23 16:54,0
2021-06-28 07:28:14,26.5,32.1,29.2,2021-06-23 17:04,0
2021-06-28 05:28:14,26.6,32.2,29.3,2021-06-23 17:14,0
2021-06-28 04:28:14,26.6,32.1,29.3,2021-06-23 17:24,0
2021-06-28 03:28:14,26.7,32.2,29.3,2021-06-23 17:34,0
2021-06-28 02:28:14,26.7,32.2,29.4,2021-06-23 17:44,0
2021-06-28 01:28:14,26.8,32.3,29.4,2021-06-23 17:54,0
2021-06-29 23:28:12,26.7,32.1,29.5,2021-06-23 18:04,0
2021-06-29 22:28:12,26.8,32.1,29.5,2021-06-23 18:14,0
2021-06-29 21:28:12,26.7,32.2,29.4,2021-06-23 18:24,0
2021-06-29 20:28:12,26.7,32.1,29.5,2021-06-23 18:34,0
2021-06-29 19:28:12,26.8,32.1,29.5,2021-06-23 18:45,0
2021-06-29 17:28:13,26.8,32.2,29.5,2021-06-23 18:55,0
2021-06-29 16:28:13,26.9,32.2,29.5,2021-06-23 19:05,0
2021-06-29 15:28:13,26.7,32.2,29.4,2021-06-23 19:15,0
2021-06-29 14:28:13,26.8,32.2,29.5,2021-06-23 19:45,0
2021-06-29 13:28:13,26.8,32.2,29.5,2021-06-23 19:55,0
2021-06-29 12:28:13,26.9,32.2,29.4,2021-06-23 20:05,0
2021-06-29 11:28:13,26.8,32.1,29.4,2021-06-23 20:15,0
2021-06-29 10:28:13,26.8,32.1,29.5,2021-06-23 20:35,0
2021-06-29 09:28:13,26.8,32.1,29.5,2021-06-23 20:45,0
2021-06-29 08:28:13,26.8,32.1,29.5,2021-06-23 20:55,0
2021-06-29 07:28:13,26.8,32.2,29.5,2021-06-23 21:05,0
2021-06-29 06:28:13,26.8,32.2,29.5,2021-06-23 21:15,0
2021-06-29 03:28:13,26.8,32.2,29.6,2021-06-23 21:25,0
2021-06-29 01:28:13,26.8,32.3,29.6,2021-06-23 21:35,0
2021-06-29 00:28:13,26.8,32.2,29.6,2021-06-23 21:45,0
2021-06-30 22:28:11,27.9,32.2,29.6,2021-06-23 21:55,0
2021-06-30 21:28:11,28,32.2,29.6,2021-06-23 22:05,0
2021-06-30 20:28:11,28,32.1,29.6,2021-06-23 22:15,0
2021-06-30 18:28:12,28,32.1,29.6,2021-06-23 22:25,0
2021-06-30 17:28:12,28.1,32.2,29.6,2021-06-23 22:35,0
2021-06-30 15:28:12,28.1,32.1,29.6,2021-06-23 22:45,0
2021-06-30 14:28:12,28.1,32.1,29.6,2021-06-23 22:55,0
2021-06-30 13:28:12,28.2,32.2,29.6,2021-06-23 23:05,0
2021-06-30 12:28:12,28.1,32.2,29.6,2021-06-23 23:15,0
2021-06-30 11:28:12,27.1,32.1,29.5,2021-06-23 23:25,0
2021-06-30 10:28:12,27,32.1,29.5,2021-06-23 23:35,0
2021-06-30 09:28:12,27,32,29.5,2021-06-23 23:45,0
2021-06-30 07:28:12,27,32.1,29.5,2021-06-23 23:55,0
2021-06-30 06:28:12,26.7,32,29.4,2021-06-24 00:05,0
2021-06-30 05:28:12,26.6,32,29.4,2021-06-24 00:15,0
2021-06-30 03:28:12,26.6,32.1,29.4,2021-06-24 00:25,0
2021-06-30 01:28:12,26.7,32,29.4,2021-06-24 00:35,0
2021-06-30 00:28:12,26.7,32.1,29.5,2021-06-24 00:45,0
2021-07-01 23:28:11,28,32.3,29.7,2021-06-24 00:55,0
2021-07-01 20:28:10,28.1,32.3,29.6,2021-06-24 01:05,0
2021-07-01 18:28:11,28.2,32.3,29.6,2021-06-24 01:15,0
2021-07-01 16:28:11,28.1,32.1,29.6,2021-06-24 01:25,0
2021-07-01 15:28:11,28.2,32.2,29.5,2021-06-24 01:35,0
2021-07-01 14:28:11,28.1,32.1,29.5,2021-06-24 01:45,0
2021-07-01 13:28:11,28.2,32.1,29.5,2021-06-24 01:55,0
2021-07-01 11:28:11,28.2,32.1,29.5,2021-06-24 02:05,0
2021-07-01 10:28:11,28.3,32.1,29.6,2021-06-24 02:15,0
2021-07-01 09:28:11,28.2,32.1,29.5,2021-06-24 02:25,0
2021-07-01 08:28:11,28.4,32.2,29.6,2021-06-24 02:35,0
2021-07-01 07:28:11,28.3,32.1,29.6,2021-06-24 02:55,0
2021-07-01 05:28:11,28.4,32.1,29.6,2021-06-24 03:05,0
2021-07-01 04:28:11,28.4,32.2,29.6,2021-06-24 03:15,0
2021-07-01 01:28:11,28.5,32.2,29.7,2021-06-24 03:25,0
2021-07-01 00:28:11,28.5,32.2,29.7,2021-06-24 03:35,0
2021-07-02 23:28:09,27.7,32.3,29.6,2021-06-24 03:45,0
2021-07-02 22:28:09,27.6,32.3,29.6,2021-06-24 03:55,0
2021-07-02 21:28:09,27.7,32.3,29.6,2021-06-24 04:05,0
2021-07-02 20:28:09,27.7,32.3,29.6,2021-06-24 04:15,0
2021-07-02 19:28:11,27.7,32.2,29.6,2021-06-24 04:25,0
2021-07-02 18:28:11,27.5,32.2,29.5,2021-06-24 04:35,0
2021-07-02 17:28:11,27.6,32.2,29.5,2021-06-24 04:45,0
2021-07-02 15:28:11,27.6,32.1,29.5,2021-06-24 05:05,0
2021-07-02 12:28:11,27.6,32.1,29.5,2021-06-24 05:15,0
2021-07-02 11:28:11,27.8,32.1,29.6,2021-06-24 05:35,0
2021-07-02 10:28:11,27.8,32.2,29.5,2021-06-24 05:45,0
2021-07-02 08:28:11,27.8,32.2,29.6,2021-06-24 05:55,0
2021-07-02 06:28:11,27.9,32.3,29.6,2021-06-24 06:05,0
2021-07-02 05:28:11,27.9,32.3,29.6,2021-06-24 06:15,0
2021-07-02 04:28:11,27.9,32.3,29.7,2021-06-24 06:25,0
2021-07-02 03:28:11,27.9,32.2,29.7,2021-06-24 06:35,0
2021-07-02 02:28:11,28,32.3,29.6,2021-06-24 06:45,0
2021-07-02 00:28:11,28.1,32.3,29.7,2021-06-24 06:55,0
2021-07-03 21:28:08,27,32.1,29.4,2021-06-24 07:05,0
2021-07-03 19:28:09,27,32.1,29.4,2021-06-24 07:15,0
2021-07-03 17:28:09,27.1,32,29.3,2021-06-24 07:25,0
2021-07-03 15:28:09,27,31.9,29.3,2021-06-24 07:35,0
2021-07-03 14:28:09,27.1,31.9,29.3,2021-06-24 07:45,0
2021-07-03 12:28:09,27.1,31.9,29.3,2021-06-24 07:55,0
2021-07-03 11:28:09,27.2,31.9,29.3,2021-06-24 08:05,0
2021-07-03 10:28:09,27.3,31.9,29.3,2021-06-24 08:15,0
2021-07-03 09:28:09,27.3,32,29.3,2021-06-24 08:25,0
2021-07-03 08:28:09,27.3,32,29.4,2021-06-24 08:35,0
2021-07-03 07:28:09,27.3,32,29.4,2021-06-24 08:45,0
2021-07-03 06:28:09,27.3,32,29.5,2021-06-24 08:55,0
2021-07-03 05:28:09,27.4,32,29.5,2021-06-24 09:05,0
2021-07-03 02:28:09,27.6,32.2,29.6,2021-06-24 09:15,0
2021-07-03 01:28:09,27.5,32.3,29.6,2021-06-24 09:25,0
2021-07-04 19:28:08,32.6,35.6,32.3,2021-06-24 09:35,0
2021-07-04 17:28:08,32.8,35.8,32.5,2021-06-24 09:45,0
2021-07-04 15:28:08,35.8,36.9,32.6,2021-06-24 09:55,0
2021-07-04 14:28:08,28.7,32.4,29.7,2021-06-24 10:05,0
2021-07-04 12:28:08,28.8,32.3,29.7,2021-06-24 10:15,0
2021-07-04 10:28:08,29,32.4,29.8,2021-06-24 10:25,0
2021-07-04 07:28:08,29.2,32.3,29.8,2021-06-24 10:35,0
2021-07-04 06:28:08,29.3,32.3,29.8,2021-06-24 10:45,0
2021-07-04 04:28:08,29.4,32.3,29.8,2021-06-24 10:55,0
2021-07-04 03:28:08,29.5,32.3,29.9,2021-06-24 11:05,0
2021-07-04 02:28:08,29.6,32.4,29.9,2021-06-24 11:15,0
2021-07-04 01:28:08,29.1,32.3,29.8,2021-06-24 11:25,0
2021-07-04 00:28:08,29.2,32.4,29.8,2021-06-24 11:35,0
2021-07-05 23:28:07,31.9,35,32.1,2021-06-24 11:45,0
2021-07-05 22:28:07,32,35.1,32.1,2021-06-24 11:55,0
2021-07-05 18:28:07,32,35.1,32.1,2021-06-24 12:05,0
2021-07-05 13:28:07,32.2,35.3,32.2,2021-06-24 12:15,0
2021-07-05 10:28:08,32.4,35.5,32.3,2021-06-24 12:25,0
2021-07-06 00:28:07,31.9,35,32.1,2021-06-24 12:35,0
2021-07-14 23:38:17,29.5,33.9,31.3,2021-06-24 12:45,0
2021-07-14 21:38:17,29.6,34,31.3,2021-06-24 12:55,0
2021-07-15 20:38:05,29.3,33.8,31.1,2021-06-24 13:05,0
2021-07-15 17:38:05,29.4,33.8,31.2,2021-06-24 13:15,0
2021-07-15 16:38:05,29.4,33.9,31.2,2021-06-24 13:25,0
2021-07-15 14:38:05,29.4,33.8,31.2,2021-06-24 13:35,0
2021-07-15 12:38:05,29.5,33.9,31.2,2021-06-24 13:45,0
2021-07-15 11:38:05,29.5,33.9,31.3,2021-06-24 13:55,0
2021-07-15 10:38:17,29.5,33.9,31.2,2021-06-24 14:05,0
2021-07-15 09:38:17,29.6,33.9,31.3,2021-06-24 14:15,0
2021-07-15 08:38:17,29.6,33.9,31.2,2021-06-24 14:25,0
2021-07-15 06:38:17,29.6,33.9,31.3,2021-06-24 14:35,0
2021-07-15 05:38:17,29.6,33.9,31.3,2021-06-24 14:45,0
2021-07-15 04:38:17,29.6,34,31.3,2021-06-24 14:55,0
2021-07-15 03:38:17,29.6,34,31.3,2021-06-24 15:05,0
2021-07-15 01:38:17,29.5,34,31.3,2021-06-24 15:15,0
2021-07-16 22:38:03,29,33.6,30.9,2021-06-24 15:25,0
2021-07-16 21:38:03,29.1,33.5,30.9,2021-06-24 15:35,0
2021-07-16 20:38:03,29.2,33.5,30.9,2021-06-24 15:45,0
2021-07-16 19:38:03,29.2,33.6,30.9,2021-06-24 15:55,0
2021-07-16 18:38:03,29.2,33.6,30.9,2021-06-24 16:05,0
2021-07-16 16:38:03,29.2,33.5,30.9,2021-06-24 16:15,0
2021-07-16 14:38:03,29,33.5,30.9,2021-06-24 16:25,0
2021-07-16 13:38:03,29.1,33.5,30.9,2021-06-24 16:35,0
2021-07-16 10:38:05,29.2,33.6,30.9,2021-06-24 16:45,0
2021-07-16 09:38:05,29.1,33.6,31,2021-06-24 16:55,0
2021-07-16 08:38:05,29.2,33.6,31,2021-06-24 17:05,0
2021-07-16 07:38:05,29.2,33.6,31,2021-06-24 17:15,0
2021-07-16 05:38:05,29.3,33.7,31,2021-06-24 17:25,0
2021-07-16 04:38:05,29.4,33.7,31,2021-06-24 17:35,0
2021-07-16 02:38:05,29.4,33.7,31.1,2021-06-24 17:45,0
2021-07-16 01:38:05,29.5,33.7,31.1,2021-06-24 17:55,0
2021-07-16 00:38:05,29.4,33.8,31.1,2021-06-24 18:05,0
2021-07-17 22:38:02,28.7,33.4,30.8,2021-06-24 18:15,0
2021-07-17 18:38:02,28.8,33.4,30.8,2021-06-24 18:25,0
2021-07-17 16:38:02,28.7,33.4,30.7,2021-06-24 18:35,0
2021-07-17 15:38:02,28.7,33.4,30.7,2021-06-24 18:45,0
2021-07-17 14:38:02,28.7,33.3,30.6,2021-06-24 18:55,0
2021-07-17 13:38:02,28.8,33.3,30.7,2021-06-24 19:05,0
2021-07-17 12:38:02,28.7,33.4,30.7,2021-06-24 19:15,0
2021-07-17 11:38:03,28.8,33.3,30.7,2021-06-24 19:25,0
2021-07-17 07:38:03,28.9,33.4,30.8,2021-06-24 19:35,0
2021-07-17 06:38:03,28.9,33.4,30.8,2021-06-24 19:45,0
2021-07-17 05:38:03,29,33.5,30.8,2021-06-24 19:55,0
2021-07-17 04:38:03,29,33.5,30.8,2021-06-24 20:05,0
2021-07-17 00:38:03,29,33.6,30.9,2021-06-24 20:15,0
2021-07-18 09:38:02,28.4,33.2,30.6,2021-06-24 20:25,0
2021-07-18 07:38:02,28.5,33.3,30.6,2021-06-24 20:35,0
2021-07-18 06:38:02,28.5,33.3,30.7,2021-06-24 20:45,0
2021-07-18 05:38:02,28.5,33.3,30.7,2021-06-24 20:55,0
2021-07-18 04:38:02,28.6,33.4,30.8,2021-06-24 21:05,0
2021-07-18 03:38:02,28.6,33.4,30.8,2021-06-24 21:15,0
2021-07-18 02:38:02,28.5,33.4,30.8,2021-06-24 21:25,0
2021-07-18 01:38:02,28.6,33.4,30.7,2021-06-24 21:35,0
2021-07-19 23:48:10,27.9,33,30.4,2021-06-24 21:45,0
2021-07-19 22:48:10,27.9,32.9,30.4,2021-06-24 21:55,0
2021-07-19 20:48:10,28,33,30.4,2021-06-24 22:05,0
2021-07-19 18:48:10,28,32.9,30.4,2021-06-24 22:15,0
2021-07-19 17:48:10,28,32.9,30.4,2021-06-24 22:25,0
2021-07-19 16:48:10,28,32.9,30.4,2021-06-24 22:35,0
2021-07-19 14:48:10,28,32.9,30.4,2021-06-24 22:45,0
2021-07-19 13:48:10,27.9,32.8,30.3,2021-06-24 22:55,0
2021-07-19 12:48:09,27.9,32.8,30.3,2021-06-24 23:05,0
2021-07-19 11:48:12,27.8,32.9,30.3,2021-06-24 23:15,0
2021-07-19 08:48:12,28,33,30.5,2021-06-24 23:25,0
2021-07-20 23:48:08,27.8,32.8,30.3,2021-06-24 23:35,0
2021-07-20 21:48:08,27.7,32.8,30.3,2021-06-24 23:45,0
2021-07-20 20:48:08,27.8,32.9,30.3,2021-06-24 23:55,0
2021-07-20 16:48:08,27.7,32.8,30.2,2021-06-25 00:05,0
2021-07-20 15:48:08,27.8,32.7,30.2,2021-06-25 00:15,0
2021-07-20 14:48:08,27.7,32.6,30.2,2021-06-25 00:25,0
2021-07-20 13:48:08,27.6,32.7,30.2,2021-06-25 00:35,0
2021-07-20 11:48:10,27.7,32.7,30.2,2021-06-25 00:45,0
2021-07-20 10:48:10,27.8,32.7,30.2,2021-06-25 00:55,0
2021-07-20 09:48:10,27.7,32.7,30.2,2021-06-25 01:05,0
2021-07-20 08:48:10,27.7,32.7,30.3,2021-06-25 01:15,0
2021-07-20 07:48:10,27.7,32.7,30.2,2021-06-25 01:25,0
2021-07-20 06:48:10,27.7,32.8,30.3,2021-06-25 01:35,0
2021-07-20 05:48:10,27.8,32.9,30.3,2021-06-25 01:45,0
2021-07-20 04:48:10,27.8,32.9,30.3,2021-06-25 01:55,0
2021-07-20 02:48:10,27.9,32.9,30.4,2021-06-25 02:05,0
2021-07-20 01:48:10,27.9,32.9,30.4,2021-06-25 02:25,0
2021-07-20 00:48:10,27.9,33,30.4,2021-06-25 02:35,0
2021-07-21 23:48:07,27.5,32.8,30.3,2021-06-25 02:45,0
2021-07-21 22:48:07,27.4,32.7,30.2,2021-06-25 02:55,0
2021-07-21 20:48:07,27.6,32.8,30.2,2021-06-25 03:05,0
2021-07-21 17:48:07,27.6,32.7,30.2,2021-06-25 03:15,0
2021-07-21 16:48:07,27.5,32.6,30.1,2021-06-25 03:25,0
2021-07-21 12:48:07,27.3,32.5,30,2021-06-25 03:35,0
2021-07-21 07:48:08,27.4,32.6,30.2,2021-06-25 03:45,0
2021-07-21 04:48:08,27.5,32.7,30.2,2021-06-25 03:55,0
2021-07-21 03:48:08,27.6,32.8,30.3,2021-06-25 04:05,0
2021-07-21 02:48:08,27.6,32.7,30.2,2021-06-25 04:15,0
2021-07-22 23:48:06,27.2,32.6,30.1,2021-06-25 04:25,0
2021-07-22 22:48:06,27.3,32.6,30.1,2021-06-25 04:35,0
2021-07-22 21:48:06,27.2,32.6,30.1,2021-06-25 04:55,0
2021-07-22 20:48:06,27.3,32.6,30.1,2021-06-25 05:05,0
2021-07-22 19:48:06,27.3,32.6,30.1,2021-06-25 05:15,0
2021-07-22 17:48:06,27.4,32.6,30,2021-06-25 05:25,0
2021-07-22 16:48:06,27.3,32.5,30,2021-06-25 05:35,0
2021-07-22 08:48:07,27.2,32.5,30.1,2021-06-25 05:45,0
2021-07-22 07:48:07,27.2,32.5,30.1,2021-06-25 05:55,0
2021-07-22 06:48:07,27.3,32.6,30.1,2021-06-25 06:05,0
2021-07-22 05:48:07,27.3,32.7,30.1,2021-06-25 06:15,0
2021-07-22 04:48:07,27.4,32.7,30.2,2021-06-25 06:25,0
2021-07-22 03:48:07,27.3,32.7,30.2,2021-06-25 06:35,0
2021-07-22 01:48:07,27.4,32.7,30.2,2021-06-25 06:45,0
2021-07-22 00:48:07,27.5,32.7,30.2,2021-06-25 06:55,0
2021-07-23 22:48:05,27.1,32.5,30,2021-06-25 07:05,0
2021-07-23 21:48:05,27.2,32.6,30.1,2021-06-25 07:15,0
2021-07-23 19:48:05,27.2,32.6,30,2021-06-25 07:25,0
2021-07-23 18:48:05,27.1,32.6,30,2021-06-25 07:35,0
2021-07-23 17:48:05,27.1,32.5,30,2021-06-25 07:45,0
2021-07-23 15:48:05,27.1,32.4,30,2021-06-25 07:55,0
2021-07-23 13:48:05,27,32.5,29.9,2021-06-25 08:05,0
2021-07-23 12:48:06,26.9,32.4,30,2021-06-25 08:15,0
2021-07-23 10:48:06,27.1,32.5,30,2021-06-25 08:25,0
2021-07-23 09:48:06,27.1,32.4,30,2021-06-25 08:35,0
2021-07-23 07:48:06,27.1,32.5,30,2021-06-25 08:45,0
2021-07-23 04:48:06,27.2,32.6,30,2021-06-25 08:55,0
2021-07-23 03:48:06,27.1,32.6,30.1,2021-06-25 09:05,0
2021-07-23 02:48:06,27.2,32.6,30.1,2021-06-25 09:15,0
2021-07-23 01:48:06,27.2,32.5,30.1,2021-06-25 09:25,0
2021-07-23 00:48:06,27.2,32.6,30.1,2021-06-25 09:35,0
2021-07-24 22:48:05,27.7,32.8,30.5,2021-06-25 09:45,0
2021-07-24 19:48:05,27,32.6,30,2021-06-25 09:55,0
2021-07-24 18:48:05,27.2,32.6,30,2021-06-25 10:05,0
2021-07-24 16:48:05,27.1,32.5,30,2021-06-25 10:15,0
2021-07-24 15:48:05,27.1,32.5,30,2021-06-25 10:25,0
2021-07-24 14:48:05,27,32.5,30,2021-06-25 10:35,0
2021-07-24 03:48:05,27.1,32.6,30.1,2021-06-25 10:45,0
2021-07-24 02:48:05,27.2,32.6,30.1,2021-06-25 10:55,0
2021-07-24 01:48:05,27.1,32.6,30,2021-06-25 11:05,0
2021-07-24 00:48:05,27.1,32.6,30,2021-06-25 11:15,0
2021-07-25 15:48:04,31.7,33.7,31.3,2021-06-25 11:25,0
2021-07-25 13:48:05,30.5,33.3,31,2021-06-25 11:35,0
2021-07-25 04:48:05,30.6,33.3,31.1,2021-06-25 11:45,0
2021-07-25 03:48:05,30.4,33.3,31.1,2021-06-25 11:55,0
2021-07-25 01:48:05,29.4,33.1,30.8,2021-06-25 12:05,0
2021-07-26 20:48:04,31.1,34.2,31.5,2021-06-25 12:15,0
2021-07-26 18:48:04,31.1,34.2,31.4,2021-06-25 12:25,0
2021-07-27 11:48:04,30.8,33.9,31.3,2021-06-25 12:35,0
2021-07-27 10:48:04,30.8,34,31.3,2021-06-25 12:45,0
2021-07-29 23:36:46,29.9,33.7,31,2021-06-25 12:55,0
2021-07-29 22:36:46,29.9,33.7,30.9,2021-06-25 13:05,0
2021-07-29 21:36:46,29.8,33.6,31,2021-06-25 13:15,0
2021-07-29 20:36:46,29.9,33.6,31,2021-06-25 13:25,0
2021-07-29 19:36:46,29.9,33.7,31,2021-06-25 13:35,0
2021-07-29 18:36:46,30,33.6,30.9,2021-06-25 13:45,0
2021-07-29 17:36:46,29.9,33.6,31,2021-06-25 13:55,0
2021-07-30 23:36:40,32.5,35.1,32,2021-06-25 14:05,0
2021-07-30 22:36:40,32.5,35.1,32,2021-06-25 14:15,0
2021-07-30 21:36:40,32.6,35.1,32,2021-06-25 14:25,0
2021-07-30 19:36:40,33,35.1,32,2021-06-25 14:35,0
2021-07-30 17:36:40,33.3,34.5,31.9,2021-06-25 14:45,0
2021-07-30 14:36:46,29.7,33.5,30.8,2021-06-25 14:55,0
2021-07-30 08:36:46,29.6,33.4,30.8,2021-06-25 15:05,0
2021-07-30 07:36:46,29.7,33.4,30.8,2021-06-25 15:15,0
2021-07-30 06:36:46,29.7,33.5,30.8,2021-06-25 15:25,0
2021-07-30 05:36:46,29.7,33.5,30.9,2021-06-25 15:35,0
2021-07-30 03:36:46,29.7,33.7,30.9,2021-06-25 15:45,0
2021-07-30 02:36:46,29.8,33.6,30.9,2021-06-25 15:55,0
2021-07-30 01:36:46,29.8,33.6,31,2021-06-25 16:05,0
2021-07-31 22:36:39,32.4,35.2,32.1,2021-06-25 16:15,0
2021-07-31 21:36:39,32.4,35.2,32.1,2021-06-25 16:25,0
2021-07-31 20:36:39,32.3,35.1,32.1,2021-06-25 16:35,0
2021-07-31 19:36:39,32.2,35.1,32.1,2021-06-25 16:45,0
2021-07-31 18:36:39,32.1,35.1,32,2021-06-25 16:55,0
2021-07-31 17:36:39,32.2,35.1,32,2021-06-25 17:05,0
2021-07-31 16:36:39,32.2,35.1,32,2021-06-25 17:15,0
2021-07-31 14:36:40,32.4,35.2,32,2021-06-25 17:25,0
2021-07-31 13:36:40,32.5,35.1,32,2021-06-25 17:35,0
2021-07-31 12:36:40,32.5,35.2,32.1,2021-06-25 17:45,0
2021-07-31 11:36:40,32.7,35.3,32.1,2021-06-25 17:55,0
2021-07-31 10:36:40,32.9,35.3,32.1,2021-06-25 18:05,0
2021-07-31 07:36:40,32.5,35,31.9,2021-06-25 18:15,0
2021-07-31 05:36:40,32.7,35.1,32,2021-06-25 18:25,0
2021-07-31 04:36:40,32.9,35.1,32,2021-06-25 18:35,0
2021-07-31 03:36:40,32.2,35,31.9,2021-06-25 18:45,0
2021-07-31 02:36:40,32.2,35,31.9,2021-06-25 18:55,0
2021-07-31 00:36:40,32.4,35,31.9,2021-06-25 19:05,0
2021-08-01 22:36:38,31.9,35.1,32.1,2021-06-25 19:15,0
2021-08-01 21:36:38,31.9,35.2,32.1,2021-06-25 19:25,0
2021-08-01 20:36:38,32,35.2,32.2,2021-06-25 19:35,0
2021-08-01 19:36:38,32.1,35.2,32.1,2021-06-25 19:45,0
2021-08-01 16:36:38,32.2,35.2,32.1,2021-06-25 19:55,0
2021-08-01 15:36:39,32.3,35.2,32.2,2021-06-25 20:05,0
2021-08-01 14:36:39,32.4,35.2,32.1,2021-06-25 20:15,0
2021-08-01 13:36:39,32.4,35.3,32.1,2021-06-25 20:25,0
2021-08-01 12:36:39,32.6,35.3,32.2,2021-06-25 20:35,0
2021-08-01 11:36:39,32.6,35.3,32.2,2021-06-25 20:45,0
2021-08-01 09:36:39,32.9,35.5,32.3,2021-06-25 20:55,0.2
2021-08-01 08:36:39,33.2,35.5,32.4,2021-06-25 21:05,0.2
2021-08-01 07:36:39,33.1,35.4,32.4,2021-06-25 21:15,0.2
2021-08-01 06:36:39,32.3,35.2,32.1,2021-06-25 21:25,0.2
2021-08-01 05:36:39,32.3,35.2,32.1,2021-06-25 21:35,0.2
2021-08-01 04:36:39,32.4,35.2,32.1,2021-06-25 21:45,0.2
2021-08-01 03:36:39,32.4,35.1,32.1,2021-06-25 21:55,0
2021-08-01 02:36:39,32.5,35.2,32.1,2021-06-25 22:05,0
2021-08-01 01:36:39,32.5,35.2,32.2,2021-06-25 22:15,0
2021-08-01 00:36:39,32.6,35.2,32.2,2021-06-25 22:25,0
2021-08-02 22:36:38,31.6,34.9,32,2021-06-25 22:35,0
2021-08-02 21:36:38,31.7,35,32.1,2021-06-25 22:45,0
2021-08-02 20:36:38,31.7,35,32,2021-06-25 22:55,0
2021-08-02 19:36:38,31.7,34.9,32,2021-06-25 23:05,0
