Date,Soil Moisture 10,Soil Moisture 20,Soil Moisture 30,date_tollebeek,precipitation
2021-07-31 01:14:43,32.6,31.7,30.6,2021-07-02 07:25,0
2021-07-31 00:14:43,32.5,31.7,30.6,2021-07-02 07:40,0
2021-08-01 23:14:43,32.5,32.1,30.8,2021-07-02 07:56,0
2021-08-01 22:14:43,32.6,32.1,30.7,2021-07-02 08:11,0
2021-08-01 20:14:43,32.6,32.1,30.7,2021-07-02 08:26,0
2021-08-01 19:14:43,32.7,32.1,30.8,2021-07-02 08:41,0
2021-08-01 18:14:43,32.7,32.1,30.8,2021-07-02 08:56,0
2021-08-01 16:14:43,32.9,32.1,30.8,2021-07-02 09:11,0
2021-08-01 15:14:43,32.8,32.1,30.7,2021-07-02 09:26,0
2021-08-01 14:14:43,33,32.1,30.8,2021-07-02 09:41,0
2021-08-01 13:14:43,32.9,32.1,30.8,2021-07-02 09:56,0
2021-08-01 12:14:43,33,32.2,30.8,2021-07-02 10:11,0
2021-08-01 11:14:43,32.9,32.2,30.8,2021-07-02 10:26,0
2021-08-01 10:14:43,32.8,32.2,30.7,2021-07-02 10:41,0
2021-08-01 09:14:43,32.8,32.2,30.8,2021-07-02 10:56,0
2021-08-01 08:14:43,32.7,32.1,30.8,2021-07-02 11:12,0
2021-08-01 07:14:43,32.7,32.1,30.8,2021-07-02 11:27,0
2021-08-01 06:14:43,32.7,32.2,30.8,2021-07-02 11:42,0
2021-08-01 05:14:43,32.9,32.2,30.8,2021-07-02 11:57,0
2021-08-01 04:14:43,32.9,32.2,30.8,2021-07-02 12:12,0
2021-08-01 03:14:43,32.8,32.3,30.8,2021-07-02 12:27,0
2021-08-01 02:14:43,32.8,32.3,30.8,2021-07-02 12:42,0
2021-08-01 01:14:43,32.8,32.3,30.9,2021-07-02 12:57,0
2021-08-01 00:14:43,32.9,32.4,30.9,2021-07-02 13:12,0
2021-08-02 23:14:43,31.6,31.6,30.5,2021-07-02 13:27,0
2021-08-02 22:14:43,31.5,31.5,30.4,2021-07-02 13:42,0
2021-08-02 21:14:43,31.6,31.6,30.5,2021-07-02 13:57,0
2021-08-02 20:14:43,31.7,31.6,30.4,2021-07-02 14:12,0
2021-08-02 19:14:43,31.7,31.7,30.6,2021-07-02 14:27,0
2021-08-02 18:14:43,31.8,31.7,30.5,2021-07-02 14:42,0
2021-08-02 17:14:43,31.9,31.6,30.4,2021-07-02 14:57,0
2021-08-02 16:14:43,32,31.6,30.5,2021-07-02 15:12,0
2021-08-02 15:14:43,32.1,31.6,30.5,2021-07-02 15:27,0
2021-08-02 14:14:43,32.3,31.7,30.5,2021-07-02 15:42,0
2021-08-02 13:14:43,32.4,31.6,30.4,2021-07-02 15:57,0
2021-08-02 12:14:43,32.6,31.7,30.5,2021-07-02 16:12,0
2021-08-02 10:14:43,32.4,31.6,30.4,2021-07-02 16:27,0
2021-08-02 08:14:43,32.3,31.7,30.5,2021-07-02 16:42,0
2021-08-02 06:14:43,32.3,31.9,30.6,2021-07-02 16:57,0
2021-08-02 05:14:43,32.3,31.9,30.6,2021-07-02 17:12,0
2021-08-02 04:14:43,32.3,31.9,30.6,2021-07-02 17:27,0
2021-08-02 03:14:43,32.4,32,30.6,2021-07-02 17:42,0
2021-08-02 02:14:43,32.4,31.9,30.7,2021-07-02 17:57,0
2021-08-02 01:14:43,32.5,32,30.7,2021-07-02 18:12,0
2021-08-02 00:14:43,32.4,32.1,30.7,2021-07-02 18:27,0
2021-08-03 23:14:44,30.9,31.4,30.2,2021-07-02 18:42,0
2021-08-03 22:14:43,31,31.3,30.2,2021-07-02 18:57,0
2021-08-03 21:14:43,31,31.4,30.2,2021-07-02 19:12,0
2021-08-03 20:14:43,31,31.4,30.1,2021-07-02 19:27,0
2021-08-03 19:14:43,31.1,31.4,30.1,2021-07-02 19:42,0
2021-08-03 18:14:43,31.2,31.4,30.1,2021-07-02 19:57,0
2021-08-03 17:14:43,31.2,31.4,30.1,2021-07-02 20:12,0
2021-08-03 16:14:43,31.4,31.4,30.1,2021-07-02 20:27,0
2021-08-03 14:14:43,31.4,31.3,30.1,2021-07-02 20:42,0
2021-08-03 13:14:43,31.5,31.4,30.2,2021-07-02 20:57,0
2021-08-03 12:14:43,31.6,31.4,30.2,2021-07-02 21:12,0
2021-08-03 11:14:43,31.6,31.3,30.2,2021-07-02 21:27,0
2021-08-03 06:14:43,31.4,31.6,30.3,2021-07-02 21:43,0
2021-08-03 05:14:43,31.5,31.6,30.3,2021-07-02 21:58,0
2021-08-03 04:14:43,31.5,31.6,30.3,2021-07-02 22:13,0
2021-08-03 03:14:43,31.5,31.6,30.4,2021-07-02 22:28,0
2021-08-03 02:14:43,31.5,31.6,30.4,2021-07-02 22:43,0
2021-08-03 01:14:43,31.6,31.7,30.4,2021-07-02 22:58,0
2021-08-03 00:14:43,31.5,31.7,30.4,2021-07-02 23:13,0
2021-08-04 23:14:44,33.2,32.7,31.1,2021-07-02 23:28,0
2021-08-04 22:14:44,33.1,32.7,31,2021-07-02 23:43,0
2021-08-04 21:14:44,33.2,32.7,31.1,2021-07-02 23:58,0
2021-08-04 19:14:44,33.3,32.6,31,2021-07-03 00:13,0
2021-08-04 18:14:44,33.2,32.4,31,2021-07-03 00:28,0
2021-08-04 17:14:44,33.2,32.1,30.9,2021-07-03 00:43,0
2021-08-04 16:14:44,33,31.9,30.9,2021-07-03 00:58,0
2021-08-04 15:14:44,30.7,31.3,29.9,2021-07-03 01:13,0
2021-08-04 14:14:44,30.6,31.2,29.9,2021-07-03 01:28,0
2021-08-04 13:14:44,30.7,31.2,29.9,2021-07-03 01:43,0
2021-08-04 12:14:44,30.7,31.1,29.8,2021-07-03 01:59,0
2021-08-04 11:14:44,31,31.2,29.9,2021-07-03 02:14,0
2021-08-04 10:14:44,30.9,31.2,29.9,2021-07-03 02:29,0
2021-08-04 09:14:44,30.9,31.1,29.9,2021-07-03 02:59,0
2021-08-04 08:14:44,30.8,31.1,29.9,2021-07-03 03:14,0
2021-08-04 07:14:44,30.7,31.1,29.9,2021-07-03 03:29,0
2021-08-04 05:14:44,30.8,31.3,30,2021-07-03 03:44,0
2021-08-04 04:14:44,30.7,31.3,30.1,2021-07-03 04:15,0
2021-08-04 02:14:44,30.9,31.4,30.1,2021-07-03 04:30,0
2021-08-04 01:14:44,30.9,31.4,30.1,2021-07-03 04:45,0
2021-08-05 21:14:44,32.9,32.7,31,2021-07-03 05:00,0
2021-08-05 20:14:44,32.9,32.7,31,2021-07-03 05:15,0
2021-08-05 19:14:44,33,32.7,31,2021-07-03 05:30,0
2021-08-05 18:14:44,33,32.7,31,2021-07-03 05:45,0
2021-08-05 17:14:44,33.1,32.7,31,2021-07-03 06:00,0
2021-08-05 16:14:44,33.1,32.6,31,2021-07-03 06:15,0
2021-08-05 14:14:44,33.2,32.7,31,2021-07-03 06:31,0
2021-08-05 12:14:44,33.2,32.6,30.8,2021-07-03 06:46,0
2021-08-05 11:14:44,33.3,32.7,30.9,2021-07-03 07:01,0
2021-08-05 09:14:44,33.1,32.6,30.9,2021-07-03 07:16,0
2021-08-05 08:14:44,33.2,32.7,30.9,2021-07-03 07:31,0
2021-08-05 07:14:44,33.1,32.7,30.9,2021-07-03 07:46,0
2021-08-05 06:14:44,33.1,32.7,30.9,2021-07-03 08:01,0
2021-08-05 05:14:44,33.1,32.8,31,2021-07-03 08:16,0
2021-08-05 04:14:44,33.1,32.7,31,2021-07-03 08:31,0
2021-08-05 03:14:44,33.1,32.7,31,2021-07-03 08:46,0
2021-08-05 02:14:44,33.2,32.7,31,2021-07-03 09:01,0
2021-08-05 01:14:44,33.1,32.7,31,2021-07-03 09:16,0
2021-08-05 00:14:44,33.1,32.7,31,2021-07-03 09:32,0
2021-08-06 22:14:45,32.3,32.4,30.7,2021-07-03 09:47,0
2021-08-06 20:14:45,32.4,32.4,30.7,2021-07-03 10:02,0
2021-08-06 19:14:45,32.5,32.4,30.8,2021-07-03 10:17,0
2021-08-06 17:14:45,32.7,32.4,30.8,2021-07-03 10:32,0
2021-08-06 16:14:45,32.7,32.4,30.8,2021-07-03 10:47,0
2021-08-06 15:14:45,32.7,32.4,30.8,2021-07-03 11:02,0
2021-08-06 14:14:45,32.7,32.4,30.8,2021-07-03 11:17,0
2021-08-06 12:14:45,32.6,32.4,30.8,2021-07-03 11:32,0
2021-08-06 11:14:45,32.5,32.4,30.7,2021-07-03 11:47,0
2021-08-06 09:14:45,32.6,32.5,30.7,2021-07-03 12:02,0
2021-08-06 08:14:45,32.6,32.4,30.8,2021-07-03 12:17,0
2021-08-06 07:14:45,32.7,32.4,30.8,2021-07-03 12:32,0
2021-08-06 06:14:45,32.7,32.4,30.8,2021-07-03 12:47,0
2021-08-06 05:14:45,32.7,32.5,30.9,2021-07-03 13:02,0
2021-08-06 04:14:45,32.6,32.5,30.9,2021-07-03 13:17,0
2021-08-06 03:14:45,32.8,32.6,30.9,2021-07-03 13:32,0
2021-08-06 02:14:45,32.7,32.6,30.9,2021-07-03 13:47,0
2021-08-06 01:14:45,32.7,32.6,30.9,2021-07-03 14:02,0
2021-08-07 23:14:44,32.4,32.3,30.8,2021-07-03 14:17,0
2021-08-07 22:14:44,32.5,32.3,30.8,2021-07-03 14:32,0
2021-08-07 21:14:44,32.4,32.3,30.8,2021-07-03 14:47,0
2021-08-07 19:14:44,32.6,32.2,30.8,2021-07-03 15:03,0
2021-08-07 18:14:44,32.3,32.1,30.8,2021-07-03 15:18,0
2021-08-07 17:14:44,32.1,32.1,30.7,2021-07-03 15:33,0
2021-08-07 16:14:44,31.9,32,30.5,2021-07-03 15:48,0
2021-08-07 15:14:44,32,32,30.6,2021-07-03 16:03,0
2021-08-07 13:14:44,32.1,32,30.5,2021-07-03 16:18,0
2021-08-07 12:14:44,32,32.1,30.5,2021-07-03 16:33,0
2021-08-07 11:14:44,32,32,30.4,2021-07-03 16:48,0
2021-08-07 10:14:44,32.1,32.1,30.5,2021-07-03 17:03,0
2021-08-07 09:14:44,32,32,30.5,2021-07-03 17:18,0
2021-08-07 07:14:44,32,32.1,30.6,2021-07-03 17:33,0
2021-08-07 06:14:44,32.1,32.2,30.6,2021-07-03 17:48,0
2021-08-07 05:14:44,32.2,32.2,30.7,2021-07-03 18:03,0
2021-08-07 04:14:44,32.1,32.2,30.7,2021-07-03 18:18,0
2021-08-07 03:14:44,32.2,32.3,30.7,2021-07-03 18:33,0
2021-08-07 02:14:44,32.2,32.3,30.7,2021-07-03 18:48,0
2021-08-07 01:14:44,32.3,32.3,30.7,2021-07-03 19:03,0
2021-08-07 00:14:44,32.3,32.3,30.7,2021-07-03 19:18,0
2021-08-08 23:14:45,32.6,33.2,31.5,2021-07-03 19:34,0
2021-08-08 22:14:45,32.7,33.3,31.5,2021-07-03 19:49,0
2021-08-08 20:14:45,32.6,33.3,31.5,2021-07-03 20:04,0
2021-08-08 18:14:45,32.8,33.4,31.5,2021-07-03 20:19,0
2021-08-08 17:14:45,32.9,33.4,31.6,2021-07-03 20:34,0
2021-08-08 15:14:45,32.9,33.4,31.6,2021-07-03 20:49,0
2021-08-08 14:14:45,33.1,33.5,31.7,2021-07-03 21:04,0
2021-08-08 11:14:45,33.2,33.5,31.6,2021-07-03 21:19,0
2021-08-08 09:14:45,33.4,33.6,31.8,2021-07-03 21:34,0
2021-08-08 08:14:45,33.4,33.6,31.8,2021-07-03 21:49,0.2
2021-08-08 07:14:45,33.4,33.6,31.8,2021-07-03 22:04,0.5
2021-08-08 06:14:45,33.6,33.7,31.9,2021-07-03 22:34,0.8
2021-08-08 05:14:45,33.8,33.8,31.9,2021-07-03 22:49,0.5
2021-08-08 02:14:45,32.4,32.2,30.8,2021-07-03 23:04,0.2
2021-08-08 01:14:45,32.4,32.3,30.7,2021-07-03 23:19,0.2
2021-08-08 00:14:45,32.3,32.3,30.8,2021-07-03 23:34,0.2
2021-08-09 23:14:45,32.8,33.5,31.7,2021-07-03 23:49,0.2
2021-08-09 22:14:45,32.9,33.6,31.7,2021-07-04 00:04,0.2
2021-08-09 18:14:45,33.2,33.7,31.7,2021-07-04 00:19,0.2
2021-08-09 17:14:45,33.2,33.7,31.7,2021-07-04 00:34,0.2
2021-08-09 16:14:45,33.3,33.6,31.6,2021-07-04 00:49,0.2
2021-08-09 15:14:45,33.4,33.3,31.5,2021-07-04 01:04,0.2
2021-08-09 14:14:45,32.2,32.9,31.2,2021-07-04 01:19,0.2
2021-08-09 13:14:45,32.2,32.9,31.1,2021-07-04 01:34,0
2021-08-09 12:14:45,32.2,32.8,31.1,2021-07-04 01:49,0
2021-08-09 09:14:45,32.4,33,31.2,2021-07-04 02:04,0
2021-08-09 08:14:45,32.4,33,31.2,2021-07-04 02:35,0
2021-08-09 06:14:45,32.4,33.1,31.3,2021-07-04 03:05,0
2021-08-09 05:14:45,32.5,33.1,31.3,2021-07-04 03:20,0
2021-08-09 04:14:45,32.5,33.1,31.4,2021-07-04 03:35,0
2021-08-09 03:14:45,32.5,33.1,31.4,2021-07-04 03:50,0
2021-08-09 02:14:45,32.6,33.2,31.4,2021-07-04 04:05,0
2021-08-09 01:14:45,32.5,33.2,31.5,2021-07-04 04:20,0
2021-08-09 00:14:45,32.5,33.3,31.5,2021-07-04 04:35,0
2021-08-10 23:14:45,32.5,33.4,31.6,2021-07-04 04:50,0
2021-08-10 22:14:45,32.5,33.5,31.7,2021-07-04 05:05,0
2021-08-10 21:14:45,32.5,33.4,31.6,2021-07-04 05:20,0
2021-08-10 20:14:45,32.6,33.5,31.7,2021-07-04 05:35,0
2021-08-10 19:14:45,32.6,33.6,31.7,2021-07-04 05:50,0
2021-08-10 18:14:45,32.7,33.5,31.7,2021-07-04 06:05,0
2021-08-10 17:14:45,32.7,33.5,31.7,2021-07-04 06:20,0
2021-08-10 14:14:45,33,33.7,31.8,2021-07-04 06:35,0
2021-08-10 13:14:45,33,33.6,31.7,2021-07-04 06:51,0
2021-08-10 10:14:45,33.2,33.7,31.9,2021-07-04 07:06,0
2021-08-10 08:14:45,33.2,33.8,31.9,2021-07-04 07:21,0
2021-08-10 06:14:45,33.2,33.9,31.9,2021-07-04 07:36,0
2021-08-10 05:14:45,33.3,34,32,2021-07-04 07:51,0
2021-08-10 03:14:45,32.8,33.5,31.7,2021-07-04 08:06,0
2021-08-10 02:14:45,32.8,33.5,31.7,2021-07-04 08:21,0
2021-08-10 01:14:45,32.9,33.6,31.7,2021-07-04 08:36,0
2021-08-10 00:14:45,32.9,33.6,31.7,2021-07-04 08:51,0
2021-08-11 23:17:41,31.8,33.1,31.3,2021-07-04 09:06,0
2021-08-11 22:14:46,31.9,33.1,31.3,2021-07-04 09:21,0
2021-08-11 21:14:46,31.9,33.2,31.3,2021-07-04 09:36,0
2021-08-11 17:14:46,32,33.2,31.3,2021-07-04 09:51,0
2021-08-11 16:14:46,32.3,33.2,31.4,2021-07-04 10:06,0
2021-08-11 15:14:46,32.4,33.3,31.3,2021-07-04 10:21,0
2021-08-11 14:14:46,32.5,33.2,31.4,2021-07-04 10:36,0
2021-08-11 13:14:46,32.8,33.3,31.4,2021-07-04 10:51,0
2021-08-11 12:14:46,32.7,33.2,31.4,2021-07-04 11:06,0
2021-08-11 11:14:46,32.5,33.1,31.3,2021-07-04 11:21,0
2021-08-11 10:14:46,32.4,33.1,31.3,2021-07-04 11:31,-
2021-08-11 09:14:46,32.4,33.1,31.3,2021-07-04 11:36,0
2021-08-11 08:14:46,32.3,33.1,31.3,2021-07-04 11:51,0
2021-08-11 07:14:46,32.3,33.1,31.4,2021-07-04 12:06,0
2021-08-11 06:14:46,32.3,33.2,31.4,2021-07-04 12:21,0
2021-08-11 05:14:46,32.3,33.2,31.5,2021-07-04 12:36,0
2021-08-11 04:14:46,32.3,33.2,31.5,2021-07-04 12:51,0
2021-08-11 02:14:46,32.4,33.3,31.5,2021-07-04 13:06,0
2021-08-11 01:14:46,32.3,33.3,31.6,2021-07-04 13:21,0
2021-08-11 00:14:46,32.4,33.4,31.6,2021-07-04 13:36,0
2021-08-12 23:17:40,31.1,32.7,30.9,2021-07-04 13:51,0
2021-08-12 22:17:40,31.1,32.7,30.9,2021-07-04 14:06,0
2021-08-12 21:17:40,31.2,32.8,31,2021-07-04 14:22,0
2021-08-12 20:17:40,31.2,32.7,30.9,2021-07-04 14:37,0
2021-08-12 19:17:40,31.3,32.7,30.9,2021-07-04 14:52,0
2021-08-12 17:17:40,31.5,32.8,31,2021-07-04 15:07,0
2021-08-12 16:17:40,31.5,32.8,31,2021-07-04 15:22,0
2021-08-12 14:17:40,31.7,32.8,31,2021-07-04 15:37,0
2021-08-12 13:17:40,31.8,32.8,31,2021-07-04 15:52,0
2021-08-12 11:17:40,31.9,32.7,31,2021-07-04 16:07,0
2021-08-12 09:17:40,31.8,32.8,31.1,2021-07-04 16:22,0
2021-08-12 08:17:40,31.7,32.8,31,2021-07-04 16:37,0
2021-08-12 07:17:40,31.8,32.8,31,2021-07-04 16:52,0
2021-08-12 06:17:40,31.8,32.8,31.1,2021-07-04 17:07,0
2021-08-12 05:17:40,31.7,32.9,31.2,2021-07-04 17:22,0.5
2021-08-12 03:17:40,31.8,33,31.2,2021-07-04 17:38,0.8
2021-08-12 02:17:40,31.7,33,31.2,2021-07-04 17:53,1.3
2021-08-12 00:17:40,31.8,33.1,31.3,2021-07-04 18:08,1.5
2021-08-13 23:17:40,30.4,32.4,30.5,2021-07-04 18:23,1.3
2021-08-13 22:17:40,30.4,32.4,30.5,2021-07-04 18:38,1
2021-08-13 21:17:40,30.5,32.5,30.6,2021-07-04 18:53,1
2021-08-13 20:17:40,30.4,32.4,30.5,2021-07-04 19:08,3.6
2021-08-13 19:17:40,30.5,32.5,30.6,2021-07-04 19:23,4.3
2021-08-13 18:17:40,30.6,32.5,30.6,2021-07-04 19:38,4.3
2021-08-13 17:17:40,30.7,32.5,30.6,2021-07-04 19:53,3.8
2021-08-13 16:17:40,30.7,32.5,30.6,2021-07-04 20:08,1.3
2021-08-13 15:17:40,30.7,32.5,30.6,2021-07-04 20:23,0.5
2021-08-13 14:17:40,30.8,32.5,30.6,2021-07-04 20:38,0.2
2021-08-13 13:17:40,30.9,32.5,30.6,2021-07-04 20:53,0.2
2021-08-13 12:17:40,31,32.4,30.6,2021-07-04 21:08,0
2021-08-13 11:17:40,31.1,32.4,30.6,2021-07-04 21:23,0
2021-08-13 10:17:40,31.1,32.4,30.7,2021-07-04 21:38,0
2021-08-13 09:17:40,31.2,32.4,30.7,2021-07-04 21:53,0
2021-08-13 07:17:40,31.1,32.5,30.8,2021-07-04 22:08,0.2
2021-08-13 06:17:40,31,32.5,30.8,2021-07-04 22:23,0.5
2021-08-13 04:17:40,31.1,32.6,30.8,2021-07-04 22:38,1.8
2021-08-13 03:17:40,31,32.6,30.8,2021-07-04 22:53,6.9
2021-08-13 02:17:40,31.1,32.6,30.8,2021-07-04 23:08,12.2
2021-08-13 00:17:40,31,32.6,30.9,2021-07-04 23:23,13.7
2021-08-14 22:17:40,30.1,32.1,30.4,2021-07-04 23:38,12.7
2021-08-14 21:17:40,30,32.2,30.3,2021-07-04 23:53,7.9
2021-08-14 20:17:40,30.1,32.2,30.4,2021-07-05 00:08,2.3
2021-08-14 19:17:40,30.2,32.2,30.4,2021-07-05 00:23,0.5
2021-08-14 18:17:40,30.2,32.3,30.4,2021-07-05 00:38,0.2
2021-08-14 15:17:40,30.4,32.2,30.4,2021-07-05 00:53,0.2
2021-08-14 14:17:40,30.6,32.3,30.4,2021-07-05 01:08,0
2021-08-14 12:17:40,30.7,32.3,30.5,2021-07-05 01:23,0
2021-08-14 11:17:40,30.5,32.2,30.3,2021-07-05 01:38,0
2021-08-14 10:17:40,30.5,32.2,30.4,2021-07-05 01:53,0
2021-08-14 08:17:40,30.4,32.2,30.4,2021-07-05 02:08,0
2021-08-14 07:17:40,30.3,32.2,30.4,2021-07-05 02:38,0
2021-08-14 06:17:40,30.3,32.3,30.4,2021-07-05 02:53,0
2021-08-14 05:17:40,30.3,32.3,30.5,2021-07-05 03:08,0
2021-08-14 04:17:40,30.4,32.3,30.5,2021-07-05 03:23,0
2021-08-14 03:17:40,30.4,32.3,30.4,2021-07-05 03:38,0
2021-08-14 02:17:40,30.4,32.3,30.4,2021-07-05 03:53,0
2021-08-14 01:17:40,30.4,32.4,30.5,2021-07-05 04:08,0
2021-08-14 00:17:40,30.5,32.4,30.5,2021-07-05 04:23,0
2021-08-15 23:17:40,29.6,31.9,30.2,2021-07-05 04:38,0
2021-08-15 22:17:40,29.7,31.9,30.1,2021-07-05 04:53,0
2021-08-15 21:17:40,29.8,32,30.2,2021-07-05 05:08,0
2021-08-15 20:17:40,29.8,32,30.2,2021-07-05 05:23,0
2021-08-15 19:17:40,29.9,32,30.2,2021-07-05 05:38,0
2021-08-15 18:17:40,30,32,30.2,2021-07-05 05:53,0
2021-08-15 17:17:40,30,32,30.2,2021-07-05 06:08,0
2021-08-15 16:17:40,30,32,30.2,2021-07-05 06:23,0
2021-08-15 15:17:40,30.2,32.1,30.2,2021-07-05 06:38,0
2021-08-15 14:17:40,30.4,32.1,30.3,2021-07-05 06:53,0
2021-08-15 13:17:40,30.5,32.1,30.3,2021-07-05 07:08,0
2021-08-15 12:17:40,30.6,32.1,30.3,2021-07-05 07:23,0.5
2021-08-15 11:17:40,30.3,32,30.1,2021-07-05 07:38,1.3
2021-08-15 10:17:40,30.2,32,30.1,2021-07-05 07:53,1.5
2021-08-15 09:17:40,30.1,32,30.1,2021-07-05 08:08,1.8
2021-08-15 08:17:40,29.9,31.9,30.1,2021-07-05 08:23,1.5
2021-08-15 07:17:40,29.9,32,30.1,2021-07-05 08:38,0.5
2021-08-15 06:17:40,29.8,31.9,30.1,2021-07-05 08:53,0.2
2021-08-15 05:17:40,29.9,32,30.2,2021-07-05 09:08,0
2021-08-15 01:17:40,30,32.1,30.3,2021-07-05 09:23,0
2021-08-15 00:17:40,30.1,32.1,30.3,2021-07-05 09:38,0
2021-08-16 07:17:39,29.6,31.7,30,2021-07-05 09:53,0
2021-08-16 06:17:39,29.6,31.8,30.1,2021-07-05 10:08,0
2021-08-16 05:17:39,29.7,31.9,30.1,2021-07-05 10:23,0
2021-08-16 04:17:39,29.6,31.9,30.1,2021-07-05 10:38,0
2021-08-16 03:17:39,29.6,31.9,30.1,2021-07-05 10:53,0
2021-08-16 02:17:39,29.7,31.8,30.1,2021-07-05 11:08,0
2021-08-16 01:17:39,29.7,31.9,30.1,2021-07-05 11:23,0
2021-08-16 00:17:39,29.7,31.9,30.1,2021-07-05 11:38,0
2021-08-17 23:17:39,29.3,31.4,29.9,2021-07-05 11:53,0
2021-08-17 22:17:39,29.2,31.3,29.9,2021-07-05 12:08,0
2021-08-17 21:17:39,29.3,31.3,29.8,2021-07-05 12:23,0
2021-08-17 20:17:39,29.3,31.3,29.8,2021-07-05 12:38,0
2021-08-17 19:17:39,29.3,31.4,29.8,2021-07-05 12:53,0
2021-08-17 18:17:39,29.3,31.4,29.8,2021-07-05 13:08,0
2021-08-17 17:17:39,29.4,31.3,29.8,2021-07-05 13:23,0
2021-08-17 16:17:39,29.3,31.3,29.8,2021-07-05 13:38,0
2021-08-17 15:17:39,29.2,31.4,29.8,2021-07-05 13:53,0
2021-08-17 14:17:39,29.2,31.4,29.7,2021-07-05 14:08,0
2021-08-18 23:17:41,29.3,31.2,29.7,2021-07-05 14:23,0
2021-08-18 21:17:41,29.2,31.3,29.7,2021-07-05 14:38,0
2021-08-18 20:17:41,29.2,31.3,29.8,2021-07-05 14:53,0.2
2021-08-18 19:17:41,29.3,31.2,29.8,2021-07-05 15:08,0.5
2021-08-18 18:17:41,29.3,31.3,29.7,2021-07-05 15:23,2
2021-08-18 17:17:41,29.3,31.3,29.8,2021-07-05 15:38,3
2021-08-18 15:17:41,29.6,31.3,29.8,2021-07-05 15:53,4.3
2021-08-18 13:17:41,29.6,31.2,29.8,2021-07-05 16:08,5.1
2021-08-18 12:17:41,29.5,31.3,29.8,2021-07-05 16:24,3.6
2021-08-18 10:17:41,29.5,31.3,29.8,2021-07-05 16:39,2.5
2021-08-18 09:17:41,29.5,31.3,29.8,2021-07-05 16:54,1
2021-08-18 08:17:41,29.4,31.2,29.8,2021-07-05 17:09,0.2
2021-08-18 06:17:41,29.3,31.2,29.8,2021-07-05 17:24,0
2021-08-18 05:17:41,29.3,31.3,29.8,2021-07-05 17:39,0
2021-08-18 04:17:41,29.3,31.3,29.8,2021-07-05 17:54,0
2021-08-18 03:17:41,29.4,31.3,29.8,2021-07-05 18:09,0
2021-08-18 02:17:41,29.4,31.4,29.9,2021-07-05 18:24,0
2021-08-18 01:17:41,29.4,31.4,29.9,2021-07-05 18:39,0
2021-08-18 00:17:39,29.3,31.4,29.9,2021-07-05 18:54,0
2021-08-19 23:17:41,29.8,31.3,29.9,2021-07-05 19:09,0
2021-08-19 22:17:41,29.8,31.3,29.9,2021-07-05 19:24,0
2021-08-19 21:17:41,29.8,31.3,30,2021-07-05 19:39,0
2021-08-19 20:17:41,29.8,31.4,30,2021-07-05 19:54,0
2021-08-19 19:17:41,29.8,31.3,29.9,2021-07-05 20:09,0
2021-08-19 18:17:41,29.7,31.3,29.9,2021-07-05 20:24,0
2021-08-19 17:17:41,29.4,31.2,29.8,2021-07-05 20:39,0
2021-08-19 16:17:41,29.4,31.2,29.9,2021-07-05 20:54,0
2021-08-19 15:17:41,29.3,31.2,29.7,2021-07-05 21:09,0
2021-08-19 14:17:41,29.3,31.2,29.7,2021-07-05 21:24,0
2021-08-19 13:17:41,29.3,31.2,29.7,2021-07-05 21:39,0
2021-08-19 12:17:41,29.4,31.2,29.7,2021-07-05 21:55,0
2021-08-19 11:17:41,29.4,31.2,29.7,2021-07-05 22:10,0
2021-08-19 10:17:41,29.4,31.2,29.7,2021-07-05 22:25,0
2021-08-19 08:17:41,29.3,31.2,29.8,2021-07-05 22:40,0
2021-08-19 07:17:41,29.3,31.2,29.8,2021-07-05 22:55,0
2021-08-19 05:17:41,29.3,31.2,29.8,2021-07-05 23:10,0
2021-08-19 04:17:41,29.2,31.2,29.8,2021-07-05 23:25,0
2021-08-19 02:17:41,29.2,31.1,29.7,2021-07-05 23:40,0
2021-08-19 01:17:41,29.2,31.2,29.7,2021-07-05 23:55,0
2021-08-19 00:17:41,29.2,31.1,29.7,2021-07-06 00:10,0
2021-08-20 23:17:41,29.8,31.4,30,2021-07-06 00:25,0
2021-08-20 22:17:41,29.8,31.5,30,2021-07-06 00:40,0
2021-08-20 21:17:41,29.9,31.4,30,2021-07-06 00:55,0
2021-08-20 20:17:41,29.9,31.4,30,2021-07-06 01:10,0
2021-08-20 19:17:41,29.9,31.5,30,2021-07-06 01:25,0
2021-08-20 17:17:41,30.1,31.4,30,2021-07-06 01:40,0
2021-08-20 16:17:41,30.2,31.4,30,2021-07-06 01:55,0
2021-08-20 15:17:41,30.3,31.5,30,2021-07-06 02:11,0
2021-08-20 13:17:41,30.3,31.4,29.9,2021-07-06 02:26,0
2021-08-20 12:17:41,30.2,31.3,29.9,2021-07-06 02:41,0
2021-08-20 11:17:41,30.2,31.3,29.9,2021-07-06 02:56,0.2
2021-08-20 10:17:41,30.2,31.3,29.9,2021-07-06 03:11,0.2
2021-08-20 09:17:41,30.1,31.3,29.9,2021-07-06 03:26,0.2
2021-08-20 08:17:41,29.9,31.2,29.8,2021-07-06 03:41,0.2
2021-08-20 07:17:41,29.8,31.2,29.9,2021-07-06 03:56,0
2021-08-20 06:17:41,29.7,31.2,29.9,2021-07-06 04:11,0
2021-08-20 05:17:41,29.8,31.2,29.9,2021-07-06 04:26,0
2021-08-20 04:17:41,29.8,31.3,29.9,2021-07-06 04:41,0
